original_address,lat,lon
"343 N 30th Rd, La Salle, IL 61301",41.36787703,-89.10493684
"343 Civic Rd, La Salle, IL 61301",41.3691294,-89.09797018
"805 Hemlock St, Le Roy, IL 61752",40.34141929,-88.76900514
"505 Persimmon Dr, Le Roy, IL 61752",40.339964,-88.760675
"2903 Woodlawn Rd, Lincoln, IL 62656",40.15808106,-89.41127887
"2700 W Main St, Marion, IL 62959",37.730004,-88.967802
"1900 The Hill Ave, Marion, IL 62959",37.7455977,-88.9496299
"2611 Vernell Road, Marion, IL 62959",37.7402652,-88.9647031
"1701 IL-148, Marion, IL 62959",37.6192705,-88.9861605
"2801 N York St, Martinsville, IL 62442",39.3469209,-87.8826293
"100 Miller Rd, Mattoon, IL 61938",39.4836762,-88.3028147
"315 Dixie Rd A, McLean, IL 61754",40.310573,-89.168979
"828 S Wolcott Ave, Chicago, IL 60612",41.87077445,-87.67454034
"1302 Raymond Dr, Mendota, IL 61342",41.55479305,-89.06745547
"2105 E 5th St, Metropolis, IL 62960",37.14861002,-88.72736624
"1198 N Main St, Monmouth, IL 61462",40.923651,-90.648098
"1010 N Main St, Monmouth, IL 61462",40.9234759,-90.64875437
"1001 W 11th Ave, Monmouth, IL 61462",40.89957514,-90.66118797
"600 W 11th Ave, Monmouth, IL 61462",40.899432,-90.655184
"3801 N Division St, Morris, IL 60450",41.382281,-88.42144531
"21 Romines Dr, Morris, IL 60450",41.3926072,-88.42204965
"1801 N Morton Ave, Morton, IL 61550",40.62748487,-89.46449138
"4510 Broadway St, Mt Vernon, IL 62864",38.3134452,-88.9593643
"2007 N Main St, Normal, IL 61761",40.5415237,-88.9993596
"3020 E 8th Rd, North Utica, IL 61373",41.37186561,-89.01002777
"300 North Ave, Northlake, IL 60164",41.907822,-87.893055
"284 N 7 Hills Rd, OFallon, IL 62269",38.5892113,-89.8924245
"935 Woodbine Ave, Oak Park, IL 60302",41.902615,-87.800021
"255 S Marion St, Oak Park, IL 60302",41.88390845,-87.80256397
"1001 W Walnut St, Oglesby, IL 61348",41.2934255,-89.0865174
"1503 S West St, Olney, IL 62450",38.71969739,-88.09407423
"3074 N IL-71, Ottawa, IL 61350",41.32613224,-88.8685926
"6601 W 127th St, Palos Heights, IL 60463",41.660503,-87.78316451
"601 S 88th Ave, Peotone, IL 60468",41.39689464,-87.82500818
"3130 May Rd, Peru, IL 61354",41.3667082,-89.1515261
"QW5GRP, Pontoon Beach, IL 62040",38.7317158,-90.0803839
"65 W Jackson Blvd, Chicago, IL 60604",41.87826096,-87.62833551
"8020 Madison St, River Forest, IL 60305",41.8795163,-87.82522827
"2855 Overpass Rd, Riverton, IL 62561",39.84218845,-89.52179913
"400 S Steward Rd, Rochelle, IL 61068",41.89809396,-89.03244268
"900 Petro Rd, Rochelle, IL 61068",41.93545005,-89.03408882
"1201 IL-38, Rochelle, IL 61068",41.93555935,-89.0175598
"890 IL-38, Rochelle, IL 61068",41.93532329,-88.92823743
"13477 Quality Dr, Roscoe, IL 61073",42.45598255,-88.99816933
"1445 E Sauk Trail, Sauk Village, IL 60487",41.48824205,-87.57843456
"4050 Denley Ave, Schiller Park, IL 60176",41.94582811,-87.88062635
"700 Tri-State Tollway, South Holland, IL 60476",41.57936738,-87.6256643
"W9493 County Road Cs Dekorra, Poynette, WI 53955",43.3924231,-89.4597993
"600 E North Ave, Stockton, IL 61085",42.3571099,-89.9996392
"820 Edwardsville Rd, Troy, IL 62294",38.73220256,-89.90503989
"809 Moore Ave, Tuscola, IL 61953",39.7929896,-88.26594468
"1900 S State St 127, Greenville, IL 62246",38.8740891,-89.38799366
"16470 W Russell Rd, Wadsworth, IL 60083",42.48728257,-87.95041057
"39463 US-41, Wadsworth, IL 60083",42.4888,-87.947375
"1330 W Chicago Ave, Chicago, IL 60642",41.8966275,-87.6614189
"3075 N 700 Rd, IL-17, Wenona, IL 61377",41.02809063,-89.05033275
"991 Ann Rutledge Dr, Williamsville, IL 62693",39.9609691,-89.5618317
"21624 W Alexander Farm Road, Wilmington, IL 60481",41.307347,-88.145996
"24001 Lorenzo Rd, Wilmington, IL 60481",41.347402,-88.200632
"24225 Lorenzo Rd, Wilmington, IL 60481",41.34725284,-88.19876417
"111 NW 5th St, Woodhull, IL 61490",41.179319,-90.325521
"900 Plaza Ave, Woodhull, IL 61490",41.1802932,-90.3361961
"300 SW 5th St, Woodhull, IL 61490",41.174799,-90.32745
"536 Oxford Ave 530, Woodhull, IL 61490",41.1780529,-90.3246783
"16650 W Russell Rd, Zion, IL 60099",42.485621,-87.950771
"43067 North, 8810, US41, Zion, IL 60099",42.42904865,-87.8353435
"Chicago, IL 60616",41.84685218,-87.63118173
"3443 W Maumee St, Angola, IN 46703",41.634777,-85.05553083
"404 Green Blvd, Aurora, IN 47001",39.063043,-84.897617
"145 N Dowling St, Austin, IN 47102",38.74174905,-85.82212643
"301 Satori Pkwy, Avon, IN 46123",39.7677253,-86.3683382
"1720 W Wilkins St, Indianapolis, IN 46221",39.75453925,-86.19223986
"30 IN-129 S, Batesville, IN 47006",39.288365,-85.201469
"5245 Hornet Ave, Beech Grove, IN 46107",39.71110036,-86.08171845
"310 W Spring St, Bluffton, IN 46714",40.72805349,-85.17485159
"11752 Cumberland Rd, Fishers, IN 46037",39.9596498,-85.99507223
"Westville, IN 46391",41.5463225,-86.8969236
"1534 IN-1, Cambridge City, IN 47327",39.849228,-85.145315
"820 City Center Dr, Carmel, IN 46032",39.96497879,-86.14792524
"Frenchmans Creek, Carmel, IN 46032",39.987497,-86.180568
"19000 Grand Park Blvd, Westfield, IN 46074",40.0635268,-86.1492672
"12900 Manigault St, Carmel, IN 46032",39.97421672,-86.20512162
"8550 Woodfield Crossing Blvd, Indianapolis, IN 46240",39.91150982,-86.12342045
"13642 N Meridian St Ste B, Carmel, IN 46032",39.98494853,-86.14028738
"12474 Pasture View Ct, Carmel, IN 46033",39.9685896,-86.0722114
"Lynwood Farm Purdue University, 12338 Medalist Pkwy, Carmel, IN 46033",39.9675374,-86.0574857
"12529-12611 Meeting House Rd, Carmel, IN 46032",39.96447682,-86.19465235
"13677 Springmill Blvd, Carmel, IN 46032",39.98703,-86.158256
"1460 Springmill Ponds Blvd, Carmel, IN 46032",39.99765644,-86.15840991
"243 Melton Rd, Chesterton, IN 46304",41.605317,-87.115604
"2311 Sam Gwin Dr, Clarksville, IN 47129",38.32974769,-85.76109888
"6220 N Butler Ave, Indianapolis, IN 46220",39.8701692,-86.0817187
"5315 Lafayette Rd, Indianapolis, IN 46254",39.84859425,-86.25720069
"3908 Meadows Dr, Indianapolis, IN 46205",39.8282176,-86.11531329
"2759 Dr Andrew J Brown Ave, Indianapolis, IN 46205",39.80625561,-86.1354678
"1411 Roosevelt Ave, Indianapolis, IN 46201",39.7852969,-86.13487555
"5126 W County Line Rd N, Columbia City, IN 46725",41.1264128,-85.3376006
"950 E Van Buren St, Columbia City, IN 46725",41.15762687,-85.47432785
"198 Jenkins Ct NE, Corydon, IN 47112",38.223783,-86.124416
"11715 IN-10, De Motte, IN 46310",41.1950369,-87.1986403
"11207 IN-10, De Motte, IN 46310",41.1950369,-87.1986403
"11166 IN-10, De Motte, IN 46310",41.1950369,-87.1986403
"903 W Franklin St, Elkhart, IN 46516",41.68052154,-85.98329397
"2971 Moose Trl Dr, Elkhart, IN 46514",41.7317,-86.00506
"28054 - 2 CR 4 West, 28054 Co Rd 4, Elkhart, IN 46514",41.7328,-86.00499
"3400 Co Rd 6 E, Elkhart, IN 46514",41.724484,-85.9268
"6801 E 91st St, Indianapolis, IN 46250",39.919678,-86.052406
"12115 Visionary Way suite 150, Fishers, IN 46038",39.96389297,-86.00972004
"9955 Youngwood Ln, Fishers, IN 46038",39.989394,-85.991828
"9811 Windermere Blvd, Fishers, IN 46037",39.93153827,-85.98312137
"Parnell Ave across from Northside HS NB, Fort Wayne, IN 46805",41.113154,-85.12887
"838 S Harrison St, Fort Wayne, IN 46802",41.0787639,-85.1412886
"1150 S Harrison St, Fort Wayne, IN 46802",41.07537465,-85.14066635
"1806 Poinsette Dr, Fort Wayne, IN 46808",41.0922335,-85.16006493
"1020 Calhoun St, Fort Wayne, IN 46802",41.0766649,-85.1392375
"347 W Berry St, Fort Wayne, IN 46802",41.0784434,-85.1442228
"5680 YMCA Pk Dr W, Fort Wayne, IN 46835",41.13226425,-85.06998061
"1500 N Harry Baals Dr, Fort Wayne, IN 46805",41.10976947,-85.12278978
"10313 Aboite Center Rd, Fort Wayne, IN 46804",41.0437279,-85.27865748
"4221 W Washington Center Rd, Fort Wayne, IN 46818",41.13188941,-85.19862742
"3900 Hessen Cassel Rd, Fort Wayne, IN 46806",41.04846855,-85.10182354
"2301 E Washington Blvd, Fort Wayne, IN 46803",41.079393,-85.10942
"3039 Goshen Rd, Fort Wayne, IN 46808",41.1185121,-85.1837633
"7500 IN-930 East, Fort Wayne, IN 46803",41.113154,-85.12887
"2400 Parnell Ave, Fort Wayne, IN 46805",41.0982586,-85.1311721
"10001 Dawsons Creek Blvd, Fort Wayne, IN 46825",41.17428935,-85.14725028
"202 W Superior St, Fort Wayne, IN 46802",41.08223061,-85.14175818
"2323 Bowser Ave, Fort Wayne, IN 46803",41.0635485,-85.1200787
"3037 Goshen Rd, Fort Wayne, IN 46808",41.1184951,-85.1834607
"3V4FGF7, 802 Eckart St, Fort Wayne, IN 46806",41.0565312,-85.12650393
"1025 W Rudisill Blvd, Fort Wayne, IN 46807",41.0484752,-85.15064578
"3135 Elmhurst Dr, Fort Wayne, IN 46809",41.028894,-85.1843891
"3701 Calhoun St, Fort Wayne, IN 46807",41.0513431,-85.1372698
"10609 S, IN-13, Fortville, IN 46040",39.9322625,-85.8480354
"400 W Church St, Fortville, IN 46040",39.9329618,-85.85408935
"15329 Tattersalls Ln, Fortville, IN 46040",39.930675,-85.889254
"7265 N Baker Rd, Fremont, IN 46737",41.74881305,-84.98893214
"6900 Old US 27, Fremont, IN 46737",41.74338,-84.99968
"3150 Grant St, Gary, IN 46408",41.5565732,-87.35603286
"2945 Burr St, Gary, IN 46406",41.56476572,-87.40333765
"3001 Grant St, Gary, IN 46408",41.55966577,-87.355847
"2501 Burr St, Gary, IN 46406",41.57337684,-87.40358748
"2510 Burr St, Gary, IN 46406",41.5732314,-87.40360979
"6422 E 500 S, Gas City, IN 46933",40.48041024,-85.55238531
"14000 IN-28, Gaston, IN 47342",40.277145,-85.552564
"8100 E 106th St 260, Fishers, IN 46038",39.94182913,-86.02570235
"18423 US-20, Goshen, IN 46528",41.6681401,-85.8201969
"2201 County Rd 17, Goshen, IN 46528",41.66594,-85.888881
"827 Nowlin Ave, Greendale, IN 47025",39.11630175,-84.86737012
"1049 E Eads Pkwy, Greendale, IN 47025",39.120203,-84.851104
"5896 W 200 N, Greenfield, IN 46140",39.81243436,-85.91316672
"1409 S Co Rd 850 E, Greensburg, IN 47240",39.318389,-85.327627
"1815 N Michigan Ave, Greensburg, IN 47240",39.3630922,-85.5189815
"10780 US-30, Grovertown, IN 46531",41.36910747,-86.4906798
"10780 Lincoln Hwy, Grovertown, IN 46531",41.362165,-86.452039
"844 E 1250 S, Haubstadt, IN 47639",38.175228,-87.551892
"18011 Colorado St, Hebron, IN 46341",41.29142566,-87.29587578
"50 W 750 N, Howe, IN 46746",41.74775596,-85.42692205
"1601 S East St, Indianapolis, IN 46225",39.7453587,-86.1492128
"201 Delaware St Ste 500, Indianapolis, IN 46204",39.763267,-86.154497
"8400 Westfield Blvd, Indianapolis, IN 46240",39.90936965,-86.13757336
"900 Meikel St, Indianapolis, IN 46225",39.755362,-86.16478
"5736 Lee Rd, Indianapolis, IN 46216",39.85913937,-86.00099486
"727 N Oriental St, Indianapolis, IN 46202",39.7786776,-86.13192675
"4062 E 34th St, Indianapolis, IN 46218",39.818582,-86.09824988
"3500 Brookside Pkwy S Dr, Indianapolis, IN 46218",39.7916756,-86.10530435
"3510 Brookside Pkwy S Dr, Indianapolis, IN 46201",39.78883667,-86.10655142
"7802 Bullfinch Ln, Indianapolis, IN 46239",39.70505565,-86.0297545
"4125 English Ave, Indianapolis, IN 46201",39.76003488,-86.09676706
"8750 Corporation Dr, Indianapolis, IN 46256",39.9156403,-86.0392832
"7602 Eagle Beach Dr, Indianapolis, IN 46254",39.85532443,-86.29667014
"5301 E St Clair St, Indianapolis, IN 46219",39.777868,-86.076558
"1806 Columbia Ave, Indianapolis, IN 46202",39.79236036,-86.13684839
"1703 E Michigan St, Indianapolis, IN 46201",39.774197,-86.1303848
"1637 Prospect St, Indianapolis, IN 46203",39.7521442,-86.1309873
"1720 W Thompson Rd, Indianapolis, IN 46217",39.69251741,-86.19038415
"1616 E 25th St, Indianapolis, IN 46218",39.803939,-86.132563
"2345 Pagoda Dr, Indianapolis, IN 46203",39.73298851,-86.14915708
"3110 Moller Rd, Indianapolis, IN 46224",39.81117698,-86.25599261
"501 N Shortridge Rd, Indianapolis, IN 46219",39.77890275,-86.03972653
"2440 W Ohio St, Indianapolis, IN 46222",39.7687709,-86.20219938
"1901 E Washington St, Indianapolis, IN 46201",39.76745287,-86.12772883
"1970 Caroline Ave, Indianapolis, IN 46218",39.79408971,-86.12469357
"104 S College Ave, Indianapolis, IN 46202",39.76482535,-86.14606253
"3540 Commercial Dr, Indianapolis, IN 46222",39.8199649,-86.22923588
"901 W New York St, Indianapolis, IN 46202",39.77178067,-86.17385133
"3855 E 96th St suite h, Indianapolis, IN 46240",39.92680069,-86.1001235
"2210 Kentucky Ave, Indianapolis, IN 46221",39.73597405,-86.19889395
"601 E 17th St, Indianapolis, IN 46202",39.79037606,-86.14574529
"1739 W Edgewood Ave, Indianapolis, IN 46217",39.67751445,-86.19262193
"5501 E 71st St Suite 5, Indianapolis, IN 46220",39.88284725,-86.0746639
"5720 Wheeler Rd, Indianapolis, IN 46216",39.8590904,-86.0066362
"1250 S Lynhurst Dr, Indianapolis, IN 46241",39.749146,-86.2505996
"3279 Winthrop Ave, Indianapolis, IN 46205",39.815695,-86.13714011
"40 W 40th St, Indianapolis, IN 46208",39.8286826,-86.15846968
"601 W New York St, Indianapolis, IN 46204",39.771476,-86.168805
"4610 S Harding St, Indianapolis, IN 46217",39.69855187,-86.18691978
"1060 N Capitol Ave Suite 7-101, Indianapolis, IN 46204",39.78238864,-86.16131116
"250 University Blvd, Indianapolis, IN 46202",39.7690303,-86.17410415
"5253 W 62nd St, Indianapolis, IN 46268",39.86718781,-86.2496043
"1 American Square, Indianapolis, IN 46282",39.7706405,-86.1610956
"318-404 E McCarty St, Indianapolis, IN 46225",39.75643227,-86.15066736
"5030 E 62nd St, Indianapolis, IN 46220",39.8706561,-86.0839306
"Clark Rd, Indianapolis, IN 46216",39.87024706,-86.02065985
"3501 N Hawthorne Ln, Indianapolis, IN 46218",39.8203,-86.078369
"1628 Bates St, Indianapolis, IN 46201",39.76223105,-86.1313212
"2420 E Riverside Dr, Indianapolis, IN 46202",39.801854,-86.193321
"2349 Gradison Cir, Indianapolis, IN 46214",39.79844575,-86.27626274
"303 N Elder Ave, Indianapolis, IN 46222",39.771699,-86.1935495
"5220 E 65th St, Indianapolis, IN 46220",39.8763366,-86.0804572
"1235 Central Park Dr E, Carmel, IN 46032",39.95038494,-86.13620803
"Two Meridian Park Place, 12400 N Meridian St Suite 150, Carmel, IN 46032",39.969967,-86.1588414
"3833 Campus Wy, Indianapolis, IN 46227",39.710583,-86.131771
"2360 Doctor MLK Jr St, Indianapolis, IN 46208",39.7777402,-86.16782305
"3131 W 16th St, Indianapolis, IN 46222",39.7873794,-86.21205761
"1831 Lafayette Rd, Indianapolis, IN 46222",39.7915793,-86.20154722
"8460 La Habra Ln, Indianapolis, IN 46236",39.9111356,-85.96364936
"6610 Shadeland Ave, Indianapolis, IN 46220",39.87818961,-86.04623133
"6190 IN-109, Knightstown, IN 46148",39.843279,-85.557363
"W County Rd 625 S, Knightstown, IN 46148",39.804358,-85.507243
"5964 IN-109, Knightstown, IN 46148",39.847429,-85.555757
"1401 Ripley St, Lake Station, IN 46405",41.58854891,-87.24061786
"2791 N Lebanon St, Lebanon, IN 46052",40.0790883,-86.4717651
"3047 W County Rd 300 S, Logansport, IN 46947",40.72016967,-86.42660758
"424 US-27, Lynn, IN 47355",39.984733,-84.931284
"6255 State Rd 18, Marion, IN 46952",40.554553,-85.55626
"253 Tippey Ditch Rd, Marion, IN 46952",40.563138,-85.665418
"100 Park Dr, Markle, IN 46770",40.8218069,-85.3418512
"13604 Blue Lick Rd, Memphis, IN 47143",38.4876923,-85.7707921
"14013 Memphis-Blue Lick Rd, Memphis, IN 47143",38.4927267,-85.7726616
"13615 Blue Lick Rd, Memphis, IN 47143",38.49049785,-85.76890427
"1615 US-20, Michigan City, IN 46360",41.6896492,-86.83583879
"10157 N Loves Ave, Michigan City, IN 46361",41.652826,-86.896167
"2299 Koger St, Mooresville, IN 46158",39.6160938,-86.4786505
"1101 Indianapolis Rd, Mooresville, IN 46158",39.62910065,-86.36558396
"33 State St, New Albany, IN 47150",38.2828664,-85.82316256
"1140 Griffin St, New Albany, IN 47150",38.295952,-85.832001
"3105 S Doyle Rd and Hwy 30, New Haven, IN 46774",41.066577,-85.016431
"1702 Glencoe Blvd, New Haven, IN 46774",41.06477091,-85.00754
"5884 S Wilbur Wright Rd 131, New Lisbon, IN 47366",39.848834,-85.2620627
"1931 Stout Field W Dr, Indianapolis, IN 46241",39.73970961,-86.2320633
"7900 Shelby St, Indianapolis, IN 46227",39.65208995,-86.14058176
"520 N Belleview Pl, Indianapolis, IN 46222",39.78437409,-86.202833
"400 Lafayette Rd, Noblesville, IN 46060",40.049798,-86.024208
"19777 Morse Park Ln, Noblesville, IN 46060",40.0734814,-86.0435037
"701 Cicero Rd, Noblesville, IN 46060",40.0577866,-86.0171428
"2964 W 100 N, Peru, IN 46970",40.7787445,-86.1282647
"2118-2156 Hartford Ave, Plainfield, IN 46168",39.67886,-86.369721
"2915 Gary Dr, Plymouth, IN 46563",41.3630451,-86.3489748
"2952 Gary Dr, Plymouth, IN 46563",41.36297468,-86.35204401
"10619 9A Rd, Plymouth, IN 46563",41.3416711,-86.2643326
"Pilot Travel Center, 10619 9A Rd, Plymouth, IN 46563",41.3416711,-86.2643326
"1600 US-20, Porter, IN 46304",41.612267,-87.097693
"4649 W Vermont St, Indianapolis, IN 46222",39.77184164,-86.24001211
"2698 US-35, Richmond, IN 47374",39.871017,-84.933427
"510 S Mulberry St, Rising Sun, IN 47040",38.94620473,-84.86078131
"486 S 50 E, Rochester, IN 46975",41.04440644,-86.23084317
"389 Rochester Crossing Dr, Rochester, IN 46975",41.048688,-86.217959
"605 S High School Rd, Indianapolis, IN 46241",39.7570654,-86.2666322
"6424 Brick Rd, South Bend, IN 46628",41.735767,-86.336712
"1008 W 64th St, Indianapolis, IN 46260",39.87378275,-86.17957754
"5300 South State Rte 3, Spiceland, IN 47385",39.851941,-85.413167
"140 Holwager Dr, Spiceland, IN 47385",39.85083,-85.417903
"9620 N Little Point Rd, Stilesville, IN 46180",39.56587833,-86.63204892
"5555 E Margaret Dr, Terre Haute, IN 47803",39.4334845,-87.3322784
"6701 Hoover Rd, Indianapolis, IN 46260",39.8792555,-86.1731187
"2928 W 100 N, Peru, IN 46970",40.77849159,-86.12822847
"4105 US-30, Valparaiso, IN 46385",41.4483852,-87.0104758
"4444 W 56th St, Indianapolis, IN 46254",39.8539968,-86.23604173
"2816 N 6th St, Vincennes, IN 47591",38.6933903,-87.497639
"66764 Co Rd 3, Wakarusa, IN 46573",41.525031,-86.020436
"6352 US-30, Wanatah, IN 46390",41.434412,-86.8921873
"7270 S Warren Rd, Warren, IN 46792",40.7217725,-85.43743148
"2819 US-6, Waterloo, IN 46793",41.4398579,-85.0622903
"10080 E 121st St Suite 182, Fishers, IN 46037",39.96450729,-85.98841755
"874 Virginia Rose Ave, Westfield, IN 46074",40.0489228,-86.1424444
"1195 Central Park Dr W, Carmel, IN 46032",39.9500808,-86.1369898
"250 E 169th St, Westfield, IN 46074",40.03279508,-86.13314173
"535 Bucksport Ln, Westfield, IN 46074",40.01291874,-86.17005765
"4817 US-421, Westville, IN 46391",41.57000697,-86.89687737
"4155 S Indianapolis Rd, Whitestown, IN 46075",39.9796236,-86.39572
"6590 S Indianapolis Rd, Whitestown, IN 46075",39.94200275,-86.35742697
"5959 IN-101, Woodburn, IN 46797",41.141244,-84.850156
"Fort Wayne, IN 46845",41.0799898,-85.1386015
"Lawrenceburg, IN 47025",39.090891,-84.8499504
"1701 Railroad Ave, West Des Moines, IA 50265",41.57319895,-93.72615925
"211 US-18, Algona, IA 50511",43.08294174,-94.41976312
"1200 Venbury Dr, Altoona, IA 50009",41.64000106,-93.47566987
"3231 Adventureland Dr, Altoona, IA 50009",41.65860323,-93.49795618
"6615 NE 41st Ave, Altoona, IA 50009",41.63493561,-93.47854831
"2086 Atalissa Rd, Atalissa, IA 52720",41.643542,-91.15174
"1801 NW 114th St, Clive, IA 50325",41.6085626,-93.77352628
"7005 N Chestnut St, Avoca, IA 51521",41.499843,-95.333509
"2500 Grand Ave, West Des Moines, IA 50265",41.553457,-93.735911
"3155 Walnut Woods Dr, West Des Moines, IA 50265",41.53760309,-93.72695695
"NW Beaver Dr, Johnston, IA 50131",41.72492994,-93.71867701
"4126 IA-21, Brooklyn, IA 52211",41.697285,-92.357865
"4124 V18 Rd, Brooklyn, IA 52211",41.70210474,-92.44538935
"1120 Willow Dr, Carter Lake, IA 51510",41.2903918,-95.91533164
"5908 Nordic Dr, Cedar Falls, IA 50613",42.4846558,-92.44700676
"8950 Earhart Ln SW, Cedar Rapids, IA 52404",41.8912202,-91.6671608
"2411 US-18 East, Clear Lake, IA 50428",43.144959,-93.358694
"235 Harmony St, Council Bluffs, IA 51503",41.26643475,-95.84335133
"200 Parkview Dr, Council Bluffs, IA 51503",41.252968,-95.801015
"1230 16th Ave, Council Bluffs, IA 51501",41.24675353,-95.86242622
"2647 S 24th St, Council Bluffs, IA 51501",41.23572425,-95.87828983
"915 N 21st St, Council Bluffs, IA 51501",41.27008896,-95.874961
"2608 S 24th St, Council Bluffs, IA 51501",41.23579215,-95.87975214
"3210 S 7th St, Council Bluffs, IA 51501",41.23385547,-95.85506482
"4200 Avenue B, Council Bluffs, IA 51501",41.263696,-95.91692646
"714 S Main St, Council Bluffs, IA 51503",41.25501665,-95.85145041
"8255 Northwest Blvd, Davenport, IA 52806",41.6044642,-90.6235224
"8200 Northwest Blvd, Davenport, IA 52806",41.6029636,-90.6247604
"330 Clark St, Des Moines, IA 50314",41.60578631,-93.62264841
"300 Holcomb Ave, Des Moines, IA 50313",41.61624049,-93.62114319
"Columbus Park, 1921 SE 1st St, Des Moines, IA 50315",41.585046,-93.617738
"1551 E MLK Jr Pkwy, Des Moines, IA 50309",41.584386,-93.591075
"4101 E 42nd St, Des Moines, IA 50317",41.635865,-93.531989
"2300 Drake Park Ave, Des Moines, IA 50311",41.597999,-93.648376
"7200 SE 5th St, Des Moines, IA 50315",41.52025236,-93.60653002
"Franklin Ave and, 53rd St, Des Moines, IA 50310",41.611007,-93.688271
"4500 Grand Ave, Des Moines, IA 50312",41.5810526,-93.6814781
"Grays Lake Park, 2101 Fleur Dr, Des Moines, IA 50315",41.569306,-93.6443014
"1021 Davis Ave, Des Moines, IA 50315",41.56594289,-93.62664774
"1650 Garfield Ave, Des Moines, IA 50316",41.60299049,-93.59213567
"1101 Porter Ave, Des Moines, IA 50315",41.53464815,-93.62870344
"5110 Franklin Ave, Des Moines, IA 50310",41.6111721,-93.68968739
"Pete Crivaro Park, 1105 E Railroad Ave, Des Moines, IA 50309",41.57908359,-93.59839233
"501 Grand Ave, Des Moines, IA 50309",41.5883108,-93.6243094
"1650 E Pioneer Rd, Des Moines, IA 50320",41.566303,-93.5918274
"3010 6th Ave, Des Moines, IA 50313",41.6226298,-93.62517985
"1707 E Grand Ave, Des Moines, IA 50316",41.59500129,-93.58959506
"601 University Ave, Des Moines, IA 50314",41.60089,-93.628326
"1610 34th St, Des Moines, IA 50310",41.60813504,-93.66341135
"4900 Old Hwy Rd, Dubuque, IA 52002",42.48719762,-90.74904068
"1205 Chavenelle Court, Dubuque, IA 52002",42.488577,-90.76665003
"2150 Twin Valley Dr, Dubuque, IA 52003",42.45954417,-90.67377527
"5202 Lafayette Rd, Elk Run Heights, IA 50707",42.46871845,-92.25807123
"100 Plaza Dr, Elk Run Heights, IA 50707",42.4608326,-92.2467649
"264 Garfield Ave, Elkhart, IA 50073",41.7929822,-93.5273283
"1400 Industrial Park Rd, Ellsworth, IA 50075",42.31159,-93.57199
"445 Evansdale Dr, Evansdale, IA 50707",42.4602034,-92.2526201
"Unnamed Road, Clear Lake, IA 50428",43.13372,-93.365025
"2400 Nantucket Rd, Adel, IA 50003",41.62384873,-94.01607439
"2100 SE 5th St, Des Moines, IA 50315",41.56846849,-93.60668043
"12130 Northwest 128th Street, Granger, IA 50109",41.781597,-93.792522
"Unnamed Road, Granger, IA 50109",41.762482,-93.822985
"2010 Indorf Ave, Holstein, IA 51025",42.4739949,-95.5439762
"7305 NW Aurora Ave, Urbandale, IA 50322",41.6370535,-93.7189893
"1601 322nd Ln, Madrid, IA 50156",41.88469,-93.854809
"3302 S Center St, Marshalltown, IA 50158",42.0068652,-92.9112375
"2500 S Center St Ste B, Marshalltown, IA 50158",42.0164382,-92.9117109
"4701 US-61, Muscatine, IA 52761",41.51971241,-90.86599213
"2417 Grandview Ave, Muscatine, IA 52761",41.39311905,-91.08560307
"4400 S 22nd Ave E, Newton, IA 50208",41.6797596,-92.9984486
"701 Walnut St, Des Moines, IA 50309",41.585695,-93.626032
"57964 188th St, Pacific Junction, IA 51561",41.0451511,-95.8261322
"15060 N Cascade Rd, Peosta, IA 52068",42.4419362,-90.7832517
"2501 210th Ave, Percival, IA 51648",40.689139,-95.791729
"2495 210th Ave, Percival, IA 51648",40.6902724,-95.7921345
"2103 249th St, Percival, IA 51648",40.69172225,-95.79016442
"301 Vine St, West Des Moines, IA 50265",41.5782367,-93.70545985
"309 Van Dorn St, Polk City, IA 50226",41.7716178,-93.7145863
"2325 Marshall Ave, Rockwell City, IA 50579",42.4521191,-94.6713881
"2950 S Main Ave, Sioux Center, IA 51250",43.05662766,-96.1753065
"2525 Singing Hills Blvd, Sioux City, IA 51111",42.4346299,-96.37998545
"2815 Singing Hills Blvd, Sioux City, IA 51111",42.4355593,-96.3733811
"4051 Dean Ave, Des Moines, IA 50317",41.5873639,-93.5355303
"1704 Broad St, Story City, IA 50248",42.1874303,-93.566878
"1494 US-30 Business, Tama, IA 52339",41.96515435,-92.54902257
"26551 Magnolia Rd, Underwood, IA 51576",41.376324,-95.67748816
"11957 Douglas Ave, Urbandale, IA 50322",41.62960318,-93.77348464
"755 W Iowa 80 Rd, Walcott, IA 52773",41.617995,-90.7813315
"6710 S Business Dr, Sheboygan, WI 53081",43.67738455,-87.75625875
"191 W Rolling Meadows Dr, Fond du Lac, WI 54937",43.748747,-88.464704
"3500 N Plainview Rd, Walcott, IA 52773",41.6201044,-90.784809
"3077 NE 46th Ave, Des Moines, IA 50317",41.643649,-93.556723
"2424 Ranchero Rd, Waterloo, IA 50701",42.4547406,-92.4076061
"3301 Greyhound Dr, Waterloo, IA 50701",42.46172995,-92.40399024
"5205 Ashworth Rd, West Des Moines, IA 50266",41.5846186,-93.77543688
"675 Walnut St, Waukee, IA 50263",41.61154851,-93.88679784
"210 N Warrior Ln 100, Waukee, IA 50263",41.6176044,-93.8722467
"4305 W Mt Pleasant St, West Burlington, IA 52655",40.82608828,-91.198545
"100 Ashworth Rd, West Des Moines, IA 50265",41.5839094,-93.7046225
"4444 Fuller Rd, West Des Moines, IA 50265",41.55826455,-93.76531637
